Subject,Gender,Age,Race,Eth.Ori,Education,Spite,SSES,SRPS,SJS,Vignettes,Content,Justification,Realism
12,Male,18,White,European,Primary School,37,26,3.622377622,9,7,Sex,4,4
12,Male,18,White,European,Primary School,37,26,3.622377622,9,8,No_Sex,4,3
12,Male,18,White,European,Primary School,37,26,3.622377622,9,9,No_Sex,2,4
12,Male,18,White,European,Primary School,37,26,3.622377622,9,10,Sex,1,1
13,Male,30,White,European,Primary School,44,39,2.751748252,11,1,Sex,3,3
13,Male,30,White,European,Primary School,44,39,2.751748252,11,2,Sex,3,3
13,Male,30,White,European,Primary School,44,39,2.751748252,11,3,No_Sex,2,4
13,Male,30,White,European,Primary School,44,39,2.751748252,11,4,Sex,3,2
13,Male,30,White,European,Primary School,44,39,2.751748252,11,5,No_Sex,3,3
13,Male,30,White,European,Primary School,44,39,2.751748252,11,6,No_Sex,4,3
13,Male,30,White,European,Primary School,44,39,2.751748252,11,7,Sex,3,3
13,Male,30,White,European,Primary School,44,39,2.751748252,11,8,No_Sex,3,3
13,Male,30,White,European,Primary School,44,39,2.751748252,11,9,No_Sex,3,2
13,Male,30,White,European,Primary School,44,39,2.751748252,11,10,Sex,2,2
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,1,Sex,4,5
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,2,Sex,1,4
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,3,No_Sex,1,2
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,4,Sex,1,4
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,5,No_Sex,1,2
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,6,No_Sex,5,5
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,7,Sex,1,4
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,8,No_Sex,2,4
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,9,No_Sex,1,1
14,Male,20,White,European,A-Levels or Equivalent,40,40,3.34965035,4,10,Sex,4,4
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,1,Sex,2,4
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,2,Sex,2,2
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,3,No_Sex,1,1
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,4,Sex,2,2
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,5,No_Sex,2,2
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,6,No_Sex,4,4
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,7,Sex,1,1
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,8,No_Sex,2,5
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,9,No_Sex,4,1
15,Female,31,White,English,University Undergraduate Program,27,25,3.255244755,3,10,Sex,3,3
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,1,Sex,5,4
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,2,Sex,2,3
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,3,No_Sex,1,4
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,4,Sex,1,5
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,5,No_Sex,1,4
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,6,No_Sex,2,4
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,7,Sex,1,4
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,8,No_Sex,1,4
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,9,No_Sex,3,5
16,Male,22,White,European,GCSes or Equivalent,17,28,3.255244755,3,10,Sex,1,5
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,1,Sex,2,4
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,2,Sex,1,3
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,3,No_Sex,1,2
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,4,Sex,1,2
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,5,No_Sex,2,4
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,6,No_Sex,2,1
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,7,Sex,1,2
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,8,No_Sex,1,4
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,9,No_Sex,4,2
17,Male,21,White,European,University Undergraduate Program,39,24,2.888111888,11,10,Sex,1,1
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,1,Sex,5,3
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,2,Sex,2,3
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,3,No_Sex,1,3
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,4,Sex,1,2
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,5,No_Sex,1,5
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,6,No_Sex,5,5
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,7,Sex,1,4
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,8,No_Sex,2,4
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,9,No_Sex,2,2
18,Male,21,White,European,University Undergraduate Program,43,45,2.122377622,8,10,Sex,4,4
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,1,Sex,5,4
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,2,Sex,2,3
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,3,No_Sex,1,4
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,4,Sex,1,3
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,5,No_Sex,1,3
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,6,No_Sex,4,3
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,7,Sex,1,4
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,8,No_Sex,1,4
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,9,No_Sex,3,3
19,Female,34,White,European,University Undergraduate Program,30,29,3.685314685,5,10,Sex,2,3
20,Male,31,White,European,Primary School,37,34,2.751748252,10,1,Sex,2,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,2,Sex,1,2
20,Male,31,White,European,Primary School,37,34,2.751748252,10,3,No_Sex,1,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,4,Sex,1,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,5,No_Sex,1,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,6,No_Sex,2,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,7,Sex,1,2
20,Male,31,White,European,Primary School,37,34,2.751748252,10,8,No_Sex,1,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,9,No_Sex,4,4
20,Male,31,White,European,Primary School,37,34,2.751748252,10,10,Sex,1,4
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,1,Sex,5,4
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,2,Sex,4,2
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,3,No_Sex,1,4
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,4,Sex,1,2
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,5,No_Sex,3,3
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,6,No_Sex,4,4
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,7,Sex,1,1
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,8,No_Sex,4,4
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,9,No_Sex,4,3
21,Male,21,White,Scottish,A-Levels or Equivalent,40,29,3.286713287,10,10,Sex,1,2
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,1,Sex,4,5
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,2,Sex,2,4
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,3,No_Sex,1,3
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,4,Sex,2,4
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,5,No_Sex,1,5
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,6,No_Sex,5,4
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,7,Sex,4,4
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,8,No_Sex,1,3
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,9,No_Sex,1,2
22,Male,22,White,European,University Undergraduate Program,36,28,3.653846154,7,10,Sex,1,3
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,1,Sex,5,5
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,2,Sex,2,5
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,3,No_Sex,1,4
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,4,Sex,1,2
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,5,No_Sex,1,2
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,6,No_Sex,4,4
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,7,Sex,1,1
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,8,No_Sex,1,1
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,9,No_Sex,4,1
23,Female,23,White,English,A-Levels or Equivalent,32,30,3.097902098,7,10,Sex,1,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,1,Sex,5,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,2,Sex,2,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,3,No_Sex,1,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,4,Sex,2,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,5,No_Sex,2,3
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,6,No_Sex,4,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,7,Sex,1,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,8,No_Sex,3,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,9,No_Sex,5,4
24,Male,29,White,English,University Post-Graduate Program,24,29,3.108391608,8,10,Sex,4,4
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,1,Sex,4,4
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,2,Sex,3,2
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,3,No_Sex,4,4
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,4,Sex,3,3
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,5,No_Sex,2,2
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,6,No_Sex,2,3
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,7,Sex,2,3
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,8,No_Sex,3,3
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,9,No_Sex,2,4
25,Male,21,White,European,A-Levels or Equivalent,52,33,2.751748252,6,10,Sex,4,4
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,1,Sex,2,4
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,2,Sex,1,2
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,3,No_Sex,1,3
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,4,Sex,1,4
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,5,No_Sex,1,4
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,6,No_Sex,3,4
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,7,Sex,1,3
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,8,No_Sex,1,5
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,9,No_Sex,3,3
26,Male,22,Asian or Asian Scottish or Asian British,European,A-Levels or Equivalent,41,34,3.402097902,4,10,Sex,3,4
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,1,Sex,4,4
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,2,Sex,1,4
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,3,No_Sex,1,3
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,4,Sex,2,5
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,5,No_Sex,1,4
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,6,No_Sex,5,4
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,7,Sex,1,2
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,8,No_Sex,1,4
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,9,No_Sex,4,1
27,Male,29,White,European,A-Levels or Equivalent,32,30,3.307692308,6,10,Sex,2,3
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,1,Sex,5,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,2,Sex,4,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,3,No_Sex,1,3
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,4,Sex,1,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,5,No_Sex,1,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,6,No_Sex,5,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,7,Sex,1,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,8,No_Sex,2,4
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,9,No_Sex,4,3
28,Female,27,White,European,University Post-Graduate Program,30,37,3.685314685,6,10,Sex,1,5
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,1,Sex,3,4
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,2,Sex,4,5
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,3,No_Sex,5,4
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,4,Sex,3,4
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,5,No_Sex,3,4
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,6,No_Sex,2,3
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,7,Sex,4,4
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,8,No_Sex,2,2
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,9,No_Sex,3,3
29,Female,36,White,Other,Doctoral Degree,44,32,3.108391608,6,10,Sex,3,3
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,1,Sex,2,5
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,2,Sex,1,2
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,3,No_Sex,1,4
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,4,Sex,2,2
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,5,No_Sex,1,3
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,6,No_Sex,4,4
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,7,Sex,2,2
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,8,No_Sex,2,4
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,9,No_Sex,4,2
30,Male,19,White,European,A-Levels or Equivalent,39,25,3.454545455,4,10,Sex,5,5
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,1,Sex,5,5
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,2,Sex,4,5
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,3,No_Sex,1,4
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,4,Sex,1,4
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,5,No_Sex,2,4
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,6,No_Sex,5,4
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,7,Sex,2,3
